hromada_code,hromada,oblast_name,raion_name,lat_center,lon_center,distance_to_frontline_km,currently_occupied,as_of_date
UA05020010000053508,Агрономічна,Вінницька,Вінницький,49.1927696,28.3720314,373.1,False,2026-09-09
UA05020030000031457,Вінницька,Вінницька,Вінницький,49.2320162,28.467975,372.0,False,2026-09-09
UA05020050000066991,Вороновицька,Вінницька,Вінницький,49.1117881,28.6889425,351.6,False,2026-09-09
UA05020070000010139,Гніванська,Вінницька,Вінницький,49.0933696,28.338343,366.3,False,2026-09-09
UA05020090000067118,Іллінецька,Вінницька,Вінницький,49.1136358,29.2024356,330.2,False,2026-09-09
UA05020110000052014,Липовецька,Вінницька,Вінницький,49.2296415,29.0642148,346.5,False,2026-09-09
UA05020130000056031,Літинська,Вінницька,Вінницький,49.3232593,28.0837586,397.7,False,2026-09-09
UA05020150000074651,Лука-Мелешківська,Вінницька,Вінницький,49.173946,28.495565,365.7,False,2026-09-09
UA05020170000049432,Немирівська,Вінницька,Вінницький,48.9654035,28.8430131,331.8,False,2026-09-09
UA05020190000015755,Оратівська,Вінницька,Вінницький,49.19472,29.53056,326.1,False,2026-09-09
UA05020210000033427,Погребищенська,Вінницька,Вінницький,49.4848166,29.2579157,363.8,False,2026-09-09
UA05020230000029909,Стрижавська,Вінницька,Вінницький,49.3097584,28.4730593,378.6,False,2026-09-09
UA05020250000055470,Сутисківська,Вінницька,Вінницький,49.0453739,28.418232,358.4,False,2026-09-09
UA05020270000044358,Тиврівська,Вінницька,Вінницький,49.0139727,28.507999,351.5,False,2026-09-09
UA05020290000092626,Турбівська,Вінницька,Вінницький,49.339939,28.7260729,370.3,False,2026-09-09
UA05020310000080026,Якушинецька,Вінницька,Вінницький,49.259651,28.36672,379.0,False,2026-09-09
UA05040010000022470,Бершадська,Вінницька,Гайсинський,48.36594,29.51889,248.7,False,2026-09-09
UA05040030000050131,Гайсинська,Вінницька,Гайсинський,48.8120874,29.3893874,294.6,False,2026-09-09
UA05040050000080930,Дашівська,Вінницька,Гайсинський,49.0062062,29.4416807,310.9,False,2026-09-09
UA05040070000093188,Джулинська,Вінницька,Гайсинський,48.4439535,29.7482193,245.9,False,2026-09-09
UA05040090000093950,Краснопільська,Вінницька,Гайсинський,48.797123,29.720028,280.6,False,2026-09-09
UA05040110000042036,Кунківська,Вінницька,Гайсинський,48.820564,29.268541,300.4,False,2026-09-09
UA05040130000025322,Ладижинська,Вінницька,Гайсинський,48.6810505,29.2567642,288.3,False,2026-09-09
UA05040150000077146,Ободівська,Вінницька,Гайсинський,48.38597215,29.200216904785236,265.5,False,2026-09-09
UA05040170000093514,Ольгопільська,Вінницька,Гайсинський,48.184544,29.486103,234.7,False,2026-09-09
UA05040190000039450,Райгородська,Вінницька,Гайсинський,48.875095,29.082228,313.2,False,2026-09-09
UA05040210000068217,Соболівська,Вінницька,Гайсинський,48.6148597,29.4832744,272.6,False,2026-09-09
UA05040230000017028,Теплицька,Вінницька,Гайсинський,48.6636,29.74686,266.7,False,2026-09-09
UA05040250000027965,Тростянецька,Вінницька,Гайсинський,48.51227,29.2226589,275.1,False,2026-09-09
UA05040270000051651,Чечельницька,Вінницька,Гайсинський,48.2126987,29.3598689,243.3,False,2026-09-09
UA05060010000053179,Барська,Вінницька,Жмеринський,49.077621,27.6813781,398.5,False,2026-09-09
UA05060030000026125,Джуринська,Вінницька,Жмеринський,48.681271,28.292053,335.8,False,2026-09-09
UA05060050000058111,Жмеринська,Вінницька,Жмеринський,49.0354593,28.1147317,372.6,False,2026-09-09
UA05060070000012952,Копайгородська,Вінницька,Жмеринський,48.85654,27.7985,375.8,False,2026-09-09
UA05060090000058521,Мурафська,Вінницька,Жмеринський,48.768875,28.215824,346.6,False,2026-09-09
UA05060110000027268,Северинівська,Вінницька,Жмеринський,49.047089,27.93755,382.7,False,2026-09-09
UA05060130000030729,Станіславчицька,Вінницька,Жмеринський,48.97121,28.10989,367.8,False,2026-09-09
UA05060150000094411,Шаргородська,Вінницька,Жмеринський,48.7498267,28.08317,352.3,False,2026-09-09
UA05080010000038400,Бабчинецька,Вінницька,Могилів-Подільський,48.417961,28.160311,324.3,False,2026-09-09
UA05080030000089348,Вендичанська,Вінницька,Могилів-Подільський,48.6095706,27.7881091,359.0,False,2026-09-09
UA05080050000023603,Могилів-Подільська,Вінницька,Могилів-Подільський,48.442544,27.7991124,347.5,False,2026-09-09
UA05080070000010150,Мурованокуриловецька,Вінницька,Могилів-Подільський,48.7130055,27.5355762,380.7,False,2026-09-09
UA05080090000089922,Чернівецька,Вінницька,Могилів-Подільський,48.5406973,28.1221153,335.0,False,2026-09-09
UA05080110000056824,Ямпільська,Вінницька,Могилів-Подільський,48.2400683,28.2779272,305.4,False,2026-09-09
UA05080130000024964,Яришівська,Вінницька,Могилів-Подільський,48.512192,27.63199,362.0,False,2026-09-09
UA05100010000023453,Брацлавська,Вінницька,Тульчинський,48.8268749,28.9379724,315.4,False,2026-09-09
UA05100030000051497,Вапнярська,Вінницька,Тульчинський,48.5312383,28.7468189,300.2,False,2026-09-09
UA05100050000038768,Городківська,Вінницька,Тульчинський,48.380028,28.67379,292.5,False,2026-09-09
UA05100070000035159,Крижопільська,Вінницька,Тульчинський,48.38568,28.86941,282.4,False,2026-09-09
UA05100090000029847,Піщанська,Вінницька,Тульчинський,48.2077558,28.8864581,268.0,False,2026-09-09
UA05100110000070795,Студенянська,Вінницька,Тульчинський,48.1457286,28.8527159,265.4,False,2026-09-09
UA05100130000061386,Томашпільська,Вінницька,Тульчинський,48.5453497,28.5114332,313.7,False,2026-09-09
UA05100150000050790,Тульчинська,Вінницька,Тульчинський,48.6730485,28.8569476,306.2,False,2026-09-09
UA05100170000071290,Шпиківська,Вінницька,Тульчинський,48.7860654,28.5647525,329.9,False,2026-09-09
UA05120010000076685,Глуховецька,Вінницька,Хмільницький,49.77356,28.72891,410.6,False,2026-09-09
UA05120030000061384,Війтівецька,Вінницька,Хмільницький,49.6227642,27.892957,432.0,False,2026-09-09
UA05120050000063063,Іванівська,Вінницька,Хмільницький,49.4852718,28.3424484,399.8,False,2026-09-09
UA05120070000075759,Калинівська,Вінницька,Хмільницький,49.4583688,28.5262638,389.5,False,2026-09-09
UA05120090000060589,Козятинська,Вінницька,Хмільницький,49.7195867,28.8354279,401.5,False,2026-09-09
UA05120110000018679,Махнівська,Вінницька,Хмільницький,49.7207433,28.6709477,407.8,False,2026-09-09
UA05120130000014261,Самгородоцька,Вінницька,Хмільницький,49.5337018,28.8450733,383.5,False,2026-09-09
UA05120150000069474,Уланівська,Вінницька,Хмільницький,49.6939529,28.1323125,427.4,False,2026-09-09
UA05120170000013778,Хмільницька,Вінницька,Хмільницький,49.556175,27.9491205,423.7,False,2026-09-09
UA07020010000096841,Володимир-Волинська,Волинська,Володимир-Волинський,50.8474669,24.319319,709.1,False,2026-09-09
UA07020030000052032,Затурцівська,Волинська,Володимир-Волинський,50.7799387,24.8430189,676.1,False,2026-09-09
UA07020050000082369,Зимнівська,Волинська,Володимир-Волинський,50.801533,24.337662,704.9,False,2026-09-09
UA07020070000082628,Іваничівська,Волинська,Володимир-Волинський,50.6407709,24.3619629,692.4,False,2026-09-09
UA07020090000019505,Литовезька,Волинська,Володимир-Волинський,50.640789,24.18297,702.4,False,2026-09-09
UA07020110000037373,Локачинська,Волинська,Володимир-Волинський,50.738946,24.6482949,683.6,False,2026-09-09
UA07020130000036300,Нововолинська,Волинська,Володимир-Волинський,50.7224829,24.1648399,709.0,False,2026-09-09
UA07020150000092012,Оваднівська,Волинська,Володимир-Волинський,50.926411,24.38899,710.9,False,2026-09-09
UA07020170000049971,Павлівська,Волинська,Володимир-Волинський,50.6282366,24.4638426,685.9,False,2026-09-09
UA07020190000043658,Поромівська,Волинська,Володимир-Волинський,50.751942,24.082321,715.6,False,2026-09-09
UA07020210000033081,Устилузька,Волинська,Володимир-Волинський,50.8622192,24.1505139,719.4,False,2026-09-09
UA07040010000033507,Камінь-Каширська,Волинська,Камінь-Каширський,51.6271153,24.961357,735.9,False,2026-09-09
UA07040030000028082,Любешівська,Волинська,Камінь-Каширський,51.7632795,25.5048264,722.6,False,2026-09-09
UA07040050000080830,Маневицька,Волинська,Камінь-Каширський,51.2908106,25.537878,681.3,False,2026-09-09
UA07040070000058434,Прилісненська,Волинська,Камінь-Каширський,51.376015,25.523325,689.0,False,2026-09-09
UA07040090000043197,Сошичненська,Волинська,Камінь-Каширський,51.469231,24.88472,726.8,False,2026-09-09
UA07060010000090019,Велимченська,Волинська,Ковельський,51.58012,24.74224,742.5,False,2026-09-09
UA07060030000041840,Велицька,Волинська,Ковельський,51.120972,25.2028513,683.7,False,2026-09-09
UA07060050000091514,Вишнівська,Волинська,Ковельський,51.197605,24.029932,749.6,False,2026-09-09
UA07060070000063773,Голобська,Волинська,Ковельський,51.0859784,25.015465,690.3,False,2026-09-09
UA07060090000026043,Головненська,Волинська,Ковельський,51.336538,24.0785257,757.1,False,2026-09-09
UA07060110000041168,Дубечненська,Волинська,Ковельський,51.5489753,24.374079,758.1,False,2026-09-09
UA07060130000030797,Дубівська,Волинська,Ковельський,51.265587,24.685938,720.7,False,2026-09-09
UA07060150000038564,Заболоттівська,Волинська,Ковельський,51.6314645,24.2552388,770.4,False,2026-09-09
UA07060170000059479,Забродівська,Волинська,Ковельський,51.668423,24.601269,756.3,False,2026-09-09
UA07060190000036342,Ковельська,Волинська,Ковельський,51.2120538,24.708894,715.4,False,2026-09-09
UA07060210000030014,Колодяжненська,Волинська,Ковельський,51.181622,24.798964,708.5,False,2026-09-09
UA07060230000029166,Луківська,Волинська,Ковельський,51.229557,24.3449012,735.4,False,2026-09-09
UA07060250000039902,Люблинецька,Волинська,Ковельський,51.18633,24.61933,718.0,False,2026-09-09
UA07060270000021892,Любомльська,Волинська,Ковельський,51.2234546,24.0315783,751.3,False,2026-09-09
UA07060290000054842,Поворська,Волинська,Ковельський,51.261631,25.129389,698.4,False,2026-09-09
UA07060310000037369,Ратнівська,Волинська,Ковельський,51.67145,24.52458,760.3,False,2026-09-09
UA07060330000052414,Рівненська,Волинська,Ковельський,51.233711,23.7957,764.7,False,2026-09-09
UA07060350000084520,Самарівська,Волинська,Ковельський,51.865421,24.61659,771.4,False,2026-09-09
UA07060370000022360,Сереховичівська,Волинська,Ковельський,51.413324,24.6780485,732.5,False,2026-09-09
UA07060390000098670,Смідинська,Волинська,Ковельський,51.2981152,24.4331306,736.0,False,2026-09-09
UA07060410000041366,Старовижівська,Волинська,Ковельський,51.4422955,24.438565,746.6,False,2026-09-09
UA07060430000041345,Турійська,Волинська,Ковельський,51.08299,24.52389,715.2,False,2026-09-09
UA07060450000051170,Шацька,Волинська,Ковельський,51.4909494,23.9219323,776.6,False,2026-09-09
UA07080010000062933,Берестечківська,Волинська,Луцький,50.3585756,25.1209852,630.9,False,2026-09-09
UA07080030000051738,Боратинська,Волинська,Луцький,50.7043549,25.3553319,643.7,False,2026-09-09
UA07080050000014573,Городищенська,Волинська,Луцький,50.5831266,25.0807256,649.1,False,2026-09-09
UA07080070000052255,Горохівська,Волинська,Луцький,50.4986166,24.7600734,660.6,False,2026-09-09
UA07080090000017614,Доросинівська,Волинська,Луцький,50.95562,24.99836,681.1,False,2026-09-09
UA07080110000043895,Ківерцівська,Волинська,Луцький,50.8333448,25.4648622,648.1,False,2026-09-09
UA07080130000017070,Колківська,Волинська,Луцький,51.0962777,25.6676021,659.2,False,2026-09-09
UA07080150000089103,Копачівська,Волинська,Луцький,50.8798116,25.2230391,663.9,False,2026-09-09
UA07080170000013585,Луцька,Волинська,Луцький,50.7450733,25.320078,648.6,False,2026-09-09
UA07080190000072811,Мар’янівська,Волинська,Луцький,50.4508395,24.7980123,655.2,False,2026-09-09
UA07080210000090779,Олицька,Волинська,Луцький,50.725417,25.8111941,622.4,False,2026-09-09
UA07080230000046097,Підгайцівська,Волинська,Луцький,50.7100328,25.4064958,641.5,False,2026-09-09
UA07080250000053335,Рожищенська,Волинська,Луцький,50.916332,25.2712543,664.3,False,2026-09-09
UA07080270000067148,Торчинська,Волинська,Луцький,50.769734,25.010768,666.5,False,2026-09-09
UA07080290000088287,Цуманська,Волинська,Луцький,50.82962,25.88413,627.2,False,2026-09-09
UA12020010000033698,Дніпровська,Дніпропетровська,Дніпровський,48.4680221,35.0417711,101.5,False,2026-09-09
UA12020030000073022,Китайгородська,Дніпропетровська,Дніпровський,48.90081,34.447723,151.3,False,2026-09-09
UA12020050000026654,Любимівська,Дніпропетровська,Дніпровський,48.373829,35.172729,89.5,False,2026-09-09
UA12020070000057092,Ляшківська,Дніпропетровська,Дніпровський,48.9985575,34.3960233,162.5,False,2026-09-09
UA12020090000044548,Миколаївська,Дніпропетровська,Дніпровський,48.3615514,34.6844602,90.8,False,2026-09-09
UA12020110000034205,Могилівська,Дніпропетровська,Дніпровський,48.86272,34.48402,146.8,False,2026-09-09
UA12020130000022909,Новоолександрівська,Дніпропетровська,Дніпровський,48.358379,34.986992,90.8,False,2026-09-09
UA12020150000050274,Новопокровська,Дніпропетровська,Дніпровський,48.067799,34.613155,58.1,False,2026-09-09
UA12020170000068526,Обухівська,Дніпропетровська,Дніпровський,48.5495226,34.8545508,112.9,False,2026-09-09
UA12020190000075117,Петриківська,Дніпропетровська,Дніпровський,48.7120245,34.6240969,129.7,False,2026-09-09
UA12020210000032285,Підгородненська,Дніпропетровська,Дніпровський,48.5681471,35.1013002,111.6,False,2026-09-09
UA12020230000085693,Святовасилівська,Дніпропетровська,Дніпровський,48.18399,34.565262,71.1,False,2026-09-09
UA12020250000010438,Слобожанська,Дніпропетровська,Дніпровський,48.5307982,35.0828484,107.8,False,2026-09-09
UA12020270000063450,Солонянська,Дніпропетровська,Дніпровський,48.20423,34.87713,75.4,False,2026-09-09
UA12020290000063321,Сурсько-Литовська,Дніпропетровська,Дніпровський,48.336411,34.92416,90.5,False,2026-09-09
UA12020310000017431,Царичанська,Дніпропетровська,Дніпровський,48.9434,34.48986,155.7,False,2026-09-09
UA12020330000076598,Чумаківська,Дніпропетровська,Дніпровський,48.649181,34.865452,124.0,False,2026-09-09
UA12040010000018960,Божедарівська,Дніпропетровська,Кам’янський,48.3601,34.11392,96.3,False,2026-09-09
UA12040030000066040,Верхівцівська,Дніпропетровська,Кам’янський,48.48404,34.24232,108.4,False,2026-09-09
UA12040050000057182,Верхньодніпровська,Дніпропетровська,Кам’янський,48.6541915,34.3347779,125.7,False,2026-09-09
UA12040070000083117,Вишнівська,Дніпропетровська,Кам’янський,48.4379101,33.9165294,113.2,False,2026-09-09
UA12040090000029346,Вільногірська,Дніпропетровська,Кам’янський,48.49365,34.02328,112.3,False,2026-09-09
UA12040110000091524,Жовтоводська,Дніпропетровська,Кам’янський,48.3465174,33.5027797,111.0,False,2026-09-09
UA12040130000037856,Затишнянська,Дніпропетровська,Кам’янський,48.207699,34.24868,77.8,False,2026-09-09
UA12040150000015189,Кам’янська,Дніпропетровська,Кам’янський,48.5167748,34.6068797,108.0,False,2026-09-09
UA12040170000019083,Криничанська,Дніпропетровська,Кам’янський,48.3747353,34.4569858,93.1,False,2026-09-09
UA12040190000056469,Лихівська,Дніпропетровська,Кам’янський,48.68626,33.922,134.9,False,2026-09-09
UA12040210000039759,П’ятихатська,Дніпропетровська,Кам’янський,48.4124318,33.7016613,113.2,False,2026-09-09
UA12040230000099388,Саксаганська,Дніпропетровська,Кам’янський,48.345341,33.84235,103.7,False,2026-09-09
UA12060010000090992,Апостолівська,Дніпропетровська,Криворізький,47.6617478,33.7180001,36.7,False,2026-09-09
UA12060030000081794,Вакулівська,Дніпропетровська,Криворізький,47.89455,33.941921,53.1,False,2026-09-09
UA12060050000031212,Глеюватська,Дніпропетровська,Криворізький,48.0477159,33.4276509,84.0,False,2026-09-09
UA12060070000012840,Гречаноподівська,Дніпропетровська,Криворізький,47.785156,33.463089,59.9,False,2026-09-09
UA12060090000074553,Грушівська,Дніпропетровська,Криворізький,47.588978,34.012913,18.7,False,2026-09-09
UA12060110000015305,Девладівська,Дніпропетровська,Криворізький,48.103291,33.751369,79.4,False,2026-09-09
UA12060130000012028,Зеленодольська,Дніпропетровська,Криворізький,47.5668051,33.6474574,34.4,False,2026-09-09
UA12060150000015198,Карпівська,Дніпропетровська,Криворізький,47.66556,33.1152,86.5,False,2026-09-09
UA12060170000091033,Криворізька,Дніпропетровська,Криворізький,47.9102734,33.3917703,73.5,False,2026-09-09
UA12060190000043514,Лозуватська,Дніпропетровська,Криворізький,48.061314,33.2810237,91.7,False,2026-09-09
UA12060210000077302,Нивотрудівська,Дніпропетровська,Криворізький,47.7285008,33.6215469,47.0,False,2026-09-09
UA12060230000032833,Новолатівська,Дніпропетровська,Криворізький,47.7582211,33.2364554,83.0,False,2026-09-09
UA12060250000064393,Новопільська,Дніпропетровська,Криворізький,47.9559565,33.525732,71.4,False,2026-09-09
UA12060270000017282,Софіївська,Дніпропетровська,Криворізький,48.0482032,33.8668627,70.9,False,2026-09-09
UA12060290000039013,Широківська,Дніпропетровська,Криворізький,47.6846511,33.2645369,75.1,False,2026-09-09
UA12080010000029838,Марганецька,Дніпропетровська,Нікопольський,47.6490555,34.649194,11.6,False,2026-09-09
UA12080030000022466,Мирівська,Дніпропетровська,Нікопольський,47.770885,34.729996,26.0,False,2026-09-09
UA12080050000062712,Нікопольська,Дніпропетровська,Нікопольський,47.5692061,34.3917272,6.2,False,2026-09-09
UA12080070000077032,Першотравневська,Дніпропетровська,Нікопольський,47.748482,34.380531,26.1,False,2026-09-09
UA12080090000039979,Покровська,Дніпропетровська,Нікопольський,47.6546589,34.1149341,25.7,False,2026-09-09
UA12080110000055958,Покровська,Дніпропетровська,Нікопольський,47.546421,34.15443,13.6,False,2026-09-09
UA12080130000071360,Томаківська,Дніпропетровська,Нікопольський,47.8128265,34.7523182,31.0,False,2026-09-09
UA12080150000061416,Червоногригорівська,Дніпропетровська,Нікопольський,47.62161,34.52453,10.0,False,2026-09-09
UA12100010000093577,Губиниська,Дніпропетровська,Новомосковський,48.8082927,35.2563381,137.0,False,2026-09-09
UA12100030000084605,Личківська,Дніпропетровська,Новомосковський,49.0814029,35.218048,167.5,False,2026-09-09
UA12100050000045992,Магдалинівська,Дніпропетровська,Новомосковський,48.9145571,34.9291661,153.8,False,2026-09-09
UA12100070000011492,Новомосковська,Дніпропетровська,Новомосковський,48.6358512,35.2595541,117.8,False,2026-09-09
UA12100090000022751,Перещепинська,Дніпропетровська,Новомосковський,49.01825,35.35915,160.0,False,2026-09-09
UA12100110000043499,Піщанська,Дніпропетровська,Новомосковський,48.606949,35.331341,114.3,False,2026-09-09
UA12100130000095653,Черкаська,Дніпропетровська,Новомосковський,48.7061619,35.379844,125.3,False,2026-09-09
UA12100150000039396,Чернеччинська,Дніпропетровська,Новомосковський,49.118382,34.773186,175.2,False,2026-09-09
UA12120010000087180,Богданівська,Дніпропетровська,Павлоградський,48.494678,36.108971,79.2,False,2026-09-09
UA12120030000075687,Вербківська,Дніпропетровська,Павлоградський,48.5881998,35.903293,92.9,False,2026-09-09
UA12120050000027007,Межиріцька,Дніпропетровська,Павлоградський,48.550991,35.786591,91.5,False,2026-09-09
UA12120070000057518,Павлоградська,Дніпропетровська,Павлоградський,48.5316759,35.8703695,87.5,False,2026-09-09
UA12120090000031622,Тернівська,Дніпропетровська,Павлоградський,48.5222847,36.0713939,82.6,False,2026-09-09
UA12120110000010894,Троїцька,Дніпропетровська,Павлоградський,48.410221,35.868301,74.7,False,2026-09-09
UA12120130000021632,Юр’ївська,Дніпропетровська,Павлоградський,48.74599,36.01833,107.8,False,2026-09-09
UA12140010000024967,Брагинівська,Дніпропетровська,Синельниківський,48.482418,36.350155,55.9,False,2026-09-09
UA12140030000091432,Васильківська,Дніпропетровська,Синельниківський,48.21041,36.03035,49.9,False,2026-09-09
UA12140050000051356,Великомихайлівська,Дніпропетровська,Синельниківський,47.9741006,36.4563294,12.3,False,2026-09-09
UA12140070000025486,Дубовиківська,Дніпропетровська,Синельниківський,48.238911,36.217121,48.9,False,2026-09-09
UA12140090000053443,Зайцівська,Дніпропетровська,Синельниківський,48.4286465,35.6728255,83.7,False,2026-09-09
UA12140110000060935,Іларіонівська,Дніпропетровська,Синельниківський,48.4043673,35.275539,92.1,False,2026-09-09
UA12140130000052990,Маломихайлівська,Дніпропетровська,Синельниківський,48.0905779,36.4104291,22.5,False,2026-09-09
UA12140150000054570,Межівська,Дніпропетровська,Синельниківський,48.2553506,36.7322839,21.2,False,2026-09-09
UA12140170000037152,Миколаївська,Дніпропетровська,Синельниківський,48.389278,36.315651,54.7,False,2026-09-09
UA12140190000047361,Новопавлівська,Дніпропетровська,Синельниківський,48.13591,36.79047,7.8,False,2026-09-09
UA12140210000089021,Першотравенська,Дніпропетровська,Синельниківський,48.3505864,36.402296,48.4,False,2026-09-09
UA12140230000057328,Петропавлівська,Дніпропетровська,Синельниківський,48.45863,36.42483,50.7,False,2026-09-09
UA12140250000015858,Покровська,Дніпропетровська,Синельниківський,47.9808528,36.2333808,20.4,False,2026-09-09
UA12140270000072109,Раївська,Дніпропетровська,Синельниківський,48.352551,35.45631,86.2,False,2026-09-09
UA12140290000032227,Роздорська,Дніпропетровська,Синельниківський,48.331689,35.7132916,73.2,False,2026-09-09
UA12140310000078816,Синельниківська,Дніпропетровська,Синельниківський,48.3269304,35.5246984,83.9,False,2026-09-09
UA12140330000063909,Славгородська,Дніпропетровська,Синельниківський,48.1009562,35.5171714,59.0,False,2026-09-09
UA12140350000058140,Слов’янська,Дніпропетровська,Синельниківський,48.399643,36.709404,24.7,False,2026-09-09
UA12140370000059352,Українська,Дніпропетровська,Синельниківський,48.5033882,36.5733963,40.0,False,2026-09-09
UA14020010000088496,Бахмутська,Донецька,Бахмутський,48.5894123,38.0020994,13.4,True,2026-09-09
UA14020030000023064,Званівська,Донецька,Бахмутський,48.8140035,38.0763916,10.1,True,2026-09-09
UA14020050000019803,Світлодарська,Донецька,Бахмутський,48.43803,38.22349,33.3,True,2026-09-09
UA14020070000070354,Сіверська,Донецька,Бахмутський,48.8676267,38.0902435,12.0,True,2026-09-09
UA14020090000073988,Соледарська,Донецька,Бахмутський,48.6948731,38.0627964,14.6,True,2026-09-09
UA14020110000075529,Торецька,Донецька,Бахмутський,48.3970469,37.8501378,11.7,True,2026-09-09
UA14020130000080900,Часовоярська,Донецька,Бахмутський,48.5873911,37.8373367,1.4,True,2026-09-09
UA14040010000017239,Великоновосілківська,Донецька,Волноваський,47.84091,36.83012,15.2,True,2026-09-09
UA14040030000025138,Волноваська,Донецька,Волноваський,47.5984285,37.4998511,40.6,True,2026-09-09
UA14040050000064688,Вугледарська,Донецька,Волноваський,47.7805058,37.2484374,29.3,True,2026-09-09
UA14040070000032181,Комарська,Донецька,Волноваський,47.97781,36.74678,0.4,True,2026-09-09
UA14040090000061195,Мирненська,Донецька,Волноваський,47.4242451,37.7344444,37.6,True,2026-09-09
UA14040110000019914,Ольгинська,Донецька,Волноваський,47.6976728,37.5003415,29.6,True,2026-09-09
UA14040130000068575,Старомлинівська,Донецька,Волноваський,47.697415,36.8256785,30.1,True,2026-09-09
UA14040150000099558,Хлібодарівська,Донецька,Волноваський,47.4865084,37.4105964,46.3,True,2026-09-09
UA14060010000010738,Вуглегірська,Донецька,Горлівський,48.3119524,38.2609048,43.5,True,2026-09-09
UA14060030000084305,Горлівська,Донецька,Горлівський,48.3058686,38.0027664,26.4,True,2026-09-09
UA14060050000034979,Дебальцівська,Донецька,Горлівський,48.3331084,38.4047549,50.7,True,2026-09-09
UA14060070000066382,Єнакієвська,Донецька,Горлівський,48.2305107,38.185045,41.7,True,2026-09-09
UA14060090000054042,Жданівська,Донецька,Горлівський,48.1570316,38.2565049,60.5,True,2026-09-09
UA14060110000052135,Сніжнянська,Донецька,Горлівський,48.0220754,38.7634612,18.4,True,2026-09-09
UA14060130000085167,Хрестівська,Донецька,Горлівський,48.1456309,38.3545249,56.3,True,2026-09-09
UA14060150000032950,Чистяківська,Донецька,Горлівський,48.0261217,38.618137,26.6,True,2026-09-09
UA14060170000097532,Шахтарська,Донецька,Горлівський,48.0550423,38.4459474,45.7,True,2026-09-09
UA14080010000095044,Амвросіївська,Донецька,Донецький,47.7952806,38.4798317,16.8,True,2026-09-09
UA14080030000053877,Донецька,Донецька,Донецький,48.0158753,37.8013407,20.7,True,2026-09-09
UA14080050000085820,Іловайська,Донецька,Донецький,47.9248328,38.1976205,36.1,True,2026-09-09
UA14080070000011977,Макіївська,Донецька,Донецький,48.0448144,37.9635093,33.2,True,2026-09-09
UA14080090000014360,Харцизька,Донецька,Донецький,48.0339524,38.149804,48.7,True,2026-09-09
UA14080110000066209,Ясинуватська,Донецька,Донецький,48.1270606,37.8590172,30.1,True,2026-09-09
UA14100010000054669,Бойківська,Донецька,Кальміуський,47.4124746,38.0187455,17.7,True,2026-09-09
UA14100030000067479,Докучаєвська,Донецька,Кальміуський,47.7499257,37.6715943,26.0,True,2026-09-09
UA14100050000098906,Кальміуська,Донецька,Кальміуський,47.6687951,38.0739208,21.0,True,2026-09-09
UA14100070000079873,Новоазовська,Донецька,Кальміуський,47.1138718,38.0830911,0.7,True,2026-09-09
UA14100090000050286,Старобешівська,Донецька,Кальміуський,47.749822,38.0252111,30.0,True,2026-09-09
UA14120010000096882,Андріївська,Донецька,Краматорський,48.6169422,37.2862984,15.9,False,2026-09-09
UA14120030000057882,Дружківська,Донецька,Краматорський,48.6198614,37.524945,15.5,False,2026-09-09
UA14120050000033910,Іллінівська,Донецька,Краматорський,48.49425,37.66654,0.8,True,2026-09-09
UA14120070000090878,Костянтинівська,Донецька,Краматорський,48.534859,37.6923705,4.3,False,2026-09-09
UA14120090000098500,Краматорська,Донецька,Краматорський,48.7389415,37.5843812,15.8,False,2026-09-09
UA14120110000031497,Лиманська,Донецька,Краматорський,48.9801314,37.8168012,5.5,False,2026-09-09
UA14120130000086767,Миколаївська,Донецька,Краматорський,48.8610868,37.7619191,7.9,False,2026-09-09
UA14120150000071686,Новодонецька,Донецька,Краматорський,48.6342604,36.9819183,29.9,False,2026-09-09
UA14120170000011133,Олександрівська,Донецька,Краматорський,48.7073967,36.9207752,40.8,False,2026-09-09
UA14120190000021407,Святогірська,Донецька,Краматорський,49.0355675,37.5653551,10.9,False,2026-09-09
UA14120210000056793,Слов’янська,Донецька,Краматорський,48.8522691,37.6058241,19.4,False,2026-09-09
UA14120230000038918,Черкаська,Донецька,Краматорський,48.8354023,37.3884068,37.7,False,2026-09-09
UA14140010000044623,Кальчицька,Донецька,Маріупольський,47.303725,37.5980463,23.4,True,2026-09-09
UA14140030000092230,Мангушська,Донецька,Маріупольський,47.0568106,37.3078191,13.2,True,2026-09-09
UA14140050000020560,Маріупольська,Донецька,Маріупольський,47.0957648,37.5499621,1.6,True,2026-09-09
UA14140070000060361,Нікольська,Донецька,Маріупольський,47.2004406,37.3162144,22.4,True,2026-09-09
UA14140090000015932,Сартанська,Донецька,Маріупольський,47.1701321,37.6952892,10.0,True,2026-09-09
UA14160010000086090,Авдіївська,Донецька,Покровський,48.1338824,37.7466719,24.5,True,2026-09-09
UA14160030000019136,Білозерська,Донецька,Покровський,48.53313,37.05791,17.5,False,2026-09-09
UA14160050000083011,Гродівська,Донецька,Покровський,48.26294,37.37892,18.7,True,2026-09-09
UA14160070000097326,Добропільська,Донецька,Покровський,48.4683035,37.0903243,10.0,False,2026-09-09
UA14160090000058463,Криворізька,Донецька,Покровський,48.4441378,36.9162268,13.8,False,2026-09-09
UA14160110000031920,Курахівська,Донецька,Покровський,47.9835214,37.2826414,18.6,True,2026-09-09
UA14160130000011561,Мар’їнська,Донецька,Покровський,47.9401242,37.5022312,3.4,True,2026-09-09
